system,dataset,repeat,horizon,mse,mae,origin_count,channel_count,checkpoint_sha256,prefix_identity,prediction_prefix_sha256,target_prefix_sha256,test_role,test_tuned,test_access_date,matrix_complete,source_metric_file,global_elementwise_mse,global_elementwise_mae,native_batch_mean_mse,native_batch_mean_mae,metric_semantics,global_elementwise_float64_mse,global_elementwise_float64_mae
ISCF-BSCA-MAIN-v1,ETTm1,0,336,0.34448984367496216,0.3727244693263644,10801,7,2e8c7e7c7d7545a4edfbe81be857299b6fea0dc7e944464803f273257ecb6948,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ETTm1,0,720,0.4073109251765397,0.4056298297188275,10801,7,2e8c7e7c7d7545a4edfbe81be857299b6fea0dc7e944464803f273257ecb6948,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ETTm2,0,96,0.1608811102009066,0.24576577725389895,10801,7,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-05,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ETTm2,0,192,0.2184282369628787,0.28477006837910346,10801,7,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-05,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ETTm2,0,336,0.271552440553906,0.3203940888540244,10801,7,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-05,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ETTm2,0,720,0.3440692155815435,0.3718412308467188,10801,7,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-05,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Weather,0,96,0.1410607618772622,0.18159428257633217,9820,21,6c6619f047204a5b0c63b02c30562f0e765ad6855d8468e0f0151bc2e5c25ca8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-06,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Weather,0,192,0.18213667199495437,0.22313626947867732,9820,21,6c6619f047204a5b0c63b02c30562f0e765ad6855d8468e0f0151bc2e5c25ca8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-06,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Weather,0,336,0.23218611821442647,0.26377962898612267,9820,21,6c6619f047204a5b0c63b02c30562f0e765ad6855d8468e0f0151bc2e5c25ca8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-06,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Weather,0,720,0.30416474674338456,0.3147720183854933,9820,21,6c6619f047204a5b0c63b02c30562f0e765ad6855d8468e0f0151bc2e5c25ca8,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-06,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ECL,0,96,0.11683624645800295,0.21495666344707656,4541,321,97cf661db7fbf6d09e39c9f3f9f59c0a9817bba4d73b33c4e8a8219f6e5b85e1,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ECL,0,192,0.136800277881022,0.23298019228555047,4541,321,97cf661db7fbf6d09e39c9f3f9f59c0a9817bba4d73b33c4e8a8219f6e5b85e1,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ECL,0,336,0.1562018226091565,0.2509450912429564,4541,321,97cf661db7fbf6d09e39c9f3f9f59c0a9817bba4d73b33c4e8a8219f6e5b85e1,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,ECL,0,720,0.19666098558669823,0.28365932758789697,4541,321,97cf661db7fbf6d09e39c9f3f9f59c0a9817bba4d73b33c4e8a8219f6e5b85e1,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-01,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Solar,0,96,0.1715133846977597,0.1973041698281769,9793,137,42172e2eafbcfb90855c0476b6315dece465ede82eb88f626e0f87a7a927c9a4,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-03,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Solar,0,192,0.18678586578246154,0.2087816075478677,9793,137,42172e2eafbcfb90855c0476b6315dece465ede82eb88f626e0f87a7a927c9a4,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-03,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Solar,0,336,0.19663841182892042,0.21583663495407304,9793,137,42172e2eafbcfb90855c0476b6315dece465ede82eb88f626e0f87a7a927c9a4,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-03,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
ISCF-BSCA-MAIN-v1,Solar,0,720,0.20700046588501658,0.22124526147340637,9793,137,42172e2eafbcfb90855c0476b6315dece465ede82eb88f626e0f87a7a927c9a4,True,not_retained_prior_completed_audit,not_retained_prior_completed_audit,reused_completed_formal_H720_full_crop_dense_prefix,True,2026-08-03,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/ISCF-BSCA-MAIN-v1/prefix_metrics.csv,,,,,,,
AMD,ECL,0,96,0.12071198970079422,0.2238701730966568,4541,321,af65985faea71b7550bd06f742a8976fbe159d0371c6a65cfe8fcd484f68bea8,True,584aba37eae74ce509ed5a314e436ad7ce66b32d04d6ed248dd1a71f6ce2f11d,4a60c96c470b7e965481c471d471a32a36dd115a504e01b64a65e6c4007acf04,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ECL__r0/prefix_metrics.csv,0.12033971160466395,0.224199313748757,0.12071198970079422,0.2238701730966568,official_unweighted_batch_mean,,
AMD,ECL,0,192,0.13963037729263306,0.24041353166103363,4541,321,af65985faea71b7550bd06f742a8976fbe159d0371c6a65cfe8fcd484f68bea8,True,b7343e69200085ac56d1bb3023342c00826a06c2f8e20ffa67bb4bcb74a8090b,735e79610818c3862a4d1b73e12125a271dc191a40877c825d7933beddc71c98,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ECL__r0/prefix_metrics.csv,0.13931796903520363,0.2406043999948225,0.13963037729263306,0.24041353166103363,official_unweighted_batch_mean,,
AMD,ECL,0,336,0.1589653491973877,0.2584109902381897,4541,321,af65985faea71b7550bd06f742a8976fbe159d0371c6a65cfe8fcd484f68bea8,True,88dae56af80a1f94307cb41ff551ce471b120bb7a75e8e56a06aaa7d85d75447,f0ba39907fe2eae542a43315653ad1ca18492db980ea4b0ebe5ae59f19735909,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ECL__r0/prefix_metrics.csv,0.15854003265887157,0.2584412917023373,0.1589653491973877,0.2584109902381897,official_unweighted_batch_mean,,
AMD,ECL,0,720,0.2002936750650406,0.29212602972984314,4541,321,af65985faea71b7550bd06f742a8976fbe159d0371c6a65cfe8fcd484f68bea8,True,71bbeac81e4e888f4b756386cedb51c3c21438dc6014130a0501a1210dfd7bbb,7820e9acfd5b698218b02504f4db9a879bc96413bbbfac167283c364055dbec5,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ECL__r0/prefix_metrics.csv,0.19847714238769854,0.29139836777072253,0.2002936750650406,0.29212602972984314,official_unweighted_batch_mean,,
AMD,ETTh1,0,96,0.35038959980010986,0.38648760318756104,2161,7,2ea37ac6627e648840380d0f39c3a75887e57ae1efe0452337ef6a4b70eceba3,True,0d411706f4ad32d1962dc02b4b9ed860afcbbb145bc6ddd56ea98bdf544a8278,b590a6090b3a65c787c16fc456a4755e21437cae6aa27fe24d642afcc0ef5ae3,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh1__r0/prefix_metrics.csv,0.3508026200041322,0.38664954882671704,0.35038959980010986,0.38648760318756104,official_unweighted_batch_mean,,
AMD,ETTh1,0,192,0.37487417459487915,0.40176406502723694,2161,7,2ea37ac6627e648840380d0f39c3a75887e57ae1efe0452337ef6a4b70eceba3,True,f290fbd07cbafcd06080a62355d78c9de4c0807a40a46cb40931d0d42d45049e,959273ad75cc833d516be6b68a907d80385c8c4b69a23fd524017606d2c1a8db,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh1__r0/prefix_metrics.csv,0.37434278148283634,0.40129916972001145,0.37487417459487915,0.40176406502723694,official_unweighted_batch_mean,,
AMD,ETTh1,0,336,0.3930898904800415,0.4164467751979828,2161,7,2ea37ac6627e648840380d0f39c3a75887e57ae1efe0452337ef6a4b70eceba3,True,a6412b6623a16910f11728628237e19817ff9c9d27d2f87532b5f6904fc2de33,d702764694b97ab8d8d1f3114c892096b0c8c27133c3af3a8c3f4f7dfa13aa7d,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh1__r0/prefix_metrics.csv,0.39242538214470546,0.4158835225328667,0.3930898904800415,0.4164467751979828,official_unweighted_batch_mean,,
AMD,ETTh1,0,720,0.4515272080898285,0.46108269691467285,2161,7,2ea37ac6627e648840380d0f39c3a75887e57ae1efe0452337ef6a4b70eceba3,True,9e222d23da4e7114ee3ed83b85cf088dc632ae711658d8acbe2b449be4ab084d,011f2f68df1d439f9f6ad3376fb2d39695c099b42ce31da16d01babc70073d62,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh1__r0/prefix_metrics.csv,0.45090886940068975,0.4605373816231361,0.4515272080898285,0.46108269691467285,official_unweighted_batch_mean,,
AMD,ETTh2,0,96,0.24915660917758942,0.3261374533176422,2161,7,f28b3db1d695569650594035e807a94642c8435866866b449dc6ca890ded45ee,True,2abd4ecebc902768ea46ae41337a97843de0c40e6b49eacdd3febb24626def0d,f31d9d22c48048bb61cad797dd54bbe25d7659fdc16568f1f96df9f19dd42960,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh2__r0/prefix_metrics.csv,0.24710097828699992,0.32479021639789907,0.24915660917758942,0.3261374533176422,official_unweighted_batch_mean,,
AMD,ETTh2,0,192,0.29330506920814514,0.3612577021121979,2161,7,f28b3db1d695569650594035e807a94642c8435866866b449dc6ca890ded45ee,True,1b7fb455904d6e2b8d46593af44bc0647788572f913607034836de85cf00d2ee,8f5fad018d74bbe6d8b9f78ec864121d390b683e78c6c64eacfab8456aa67e20,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh2__r0/prefix_metrics.csv,0.291752690195412,0.3601183755589955,0.29330506920814514,0.3612577021121979,official_unweighted_batch_mean,,
AMD,ETTh2,0,336,0.33592063188552856,0.39542046189308167,2161,7,f28b3db1d695569650594035e807a94642c8435866866b449dc6ca890ded45ee,True,de6fe9fae4b6ef13809b58a700407a392ad9c3fe8e34d3553819a0a2a6111e9b,4476054747221dd57fe8d028afebe2aeef12b6d6419d531215bb125f944ae873,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh2__r0/prefix_metrics.csv,0.3350038559268247,0.394597870996616,0.33592063188552856,0.39542046189308167,official_unweighted_batch_mean,,
AMD,ETTh2,0,720,0.44193533062934875,0.4665042757987976,2161,7,f28b3db1d695569650594035e807a94642c8435866866b449dc6ca890ded45ee,True,55ef752116a8b546648e355bcddb3981ed485a02f8dc65cf233820a94343238d,54e79c2d71f454b925b06f24fc07424541665f1167519ad75267a2d907554822,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTh2__r0/prefix_metrics.csv,0.4408647376291709,0.46578389938820314,0.44193533062934875,0.4665042757987976,official_unweighted_batch_mean,,
AMD,ETTm1,0,96,0.2904094457626343,0.34933340549468994,10801,7,fcc2b0f22e296c143457c9d3ba0f86679670f7f2e543803304ed089cb880be2e,True,4df1f21e0fa026d20038f87dc79792df6ebca766050c69fc7e343935b537429a,93fc0347ebcc5ca69ca44c0fe2741c07884135f25035392279128323e0fa15ac,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm1__r0/prefix_metrics.csv,0.29143832241873296,0.34984094509223457,0.2904094457626343,0.34933340549468994,official_unweighted_batch_mean,,
AMD,ETTm1,0,192,0.3261481821537018,0.368446409702301,10801,7,fcc2b0f22e296c143457c9d3ba0f86679670f7f2e543803304ed089cb880be2e,True,271b21441d1b2890de4d00f0866f1dedac665acf06e7d19cac71ab723ce90225,1c8540fc648783c515df940c76a4eedd0e411ddc9b34353d1de4ece0350522bd,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm1__r0/prefix_metrics.csv,0.32686252591111387,0.3686740170163365,0.3261481821537018,0.368446409702301,official_unweighted_batch_mean,,
AMD,ETTm1,0,336,0.36311066150665283,0.3872583210468292,10801,7,fcc2b0f22e296c143457c9d3ba0f86679670f7f2e543803304ed089cb880be2e,True,cc37c9cdc058595cf8197835151754b2bcbe3bedfa29efda0ae22d09d6fae7a2,a9d77a7555e7a353047b66bdedec04fec2e6586b716b2c49d400150cecb121e5,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm1__r0/prefix_metrics.csv,0.3628102555545637,0.38720090814894537,0.36311066150665283,0.3872583210468292,official_unweighted_batch_mean,,
AMD,ETTm1,0,720,0.42269816994667053,0.41704830527305603,10801,7,fcc2b0f22e296c143457c9d3ba0f86679670f7f2e543803304ed089cb880be2e,True,fd51c37d2036abf3796a3400cc998a863d9534bf82fbcdf277e16ad2493500f8,2c8b00914335e50e8b8e33e30a5d610e52c58564b7deaa0ec7c1eca1e8868b96,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm1__r0/prefix_metrics.csv,0.42194554330913,0.4169217236074283,0.42269816994667053,0.41704830527305603,official_unweighted_batch_mean,,
AMD,ETTm2,0,96,0.17803335189819336,0.264889657497406,10801,7,2d6e760e9b58e9e17289536e74b38cf4ed28bf23d3bdc523451bf40bf31bdf94,True,e786f373310664bb3187a57f46d8db773450e6eea95cb935a715ae8d0048f006,a5ab49b3eafd1860329bf67ed1a7d3612a56a8de06c0a7a7fbd4e2b1a47aa7fb,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm2__r0/prefix_metrics.csv,0.17465911933846012,0.2632756067582956,0.17803335189819336,0.264889657497406,official_unweighted_batch_mean,,
AMD,ETTm2,0,192,0.23116612434387207,0.29997411370277405,10801,7,2d6e760e9b58e9e17289536e74b38cf4ed28bf23d3bdc523451bf40bf31bdf94,True,86415632be12cfee75464274678749e872db86fab966ecef24d565dadb32e788,bb30d0728baae797d8f618f124b965382841a547017154a3505a5dc7d001dd71,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm2__r0/prefix_metrics.csv,0.2273443695765395,0.29797295823636066,0.23116612434387207,0.29997411370277405,official_unweighted_batch_mean,,
AMD,ETTm2,0,336,0.2788994610309601,0.33189067244529724,10801,7,2d6e760e9b58e9e17289536e74b38cf4ed28bf23d3bdc523451bf40bf31bdf94,True,f5cf435af301329be2c9c8daeec0282312b47caf2c49b69eb8d5a4f20d3094de,6e2dd90d25bf98ab202385d631bd568ee0e33072bb0bfe00ba9bb2e80a98dc3f,formal_H720_native_loader_exact_prefix_stream,False,,False,analysis/iscf_bsca_paper_experiment_consolidation_20260731/main_ii_h720_prefix_20260808/formal_results_20260809/formal_test_reused/AMD__ETTm2__r0/prefix_metrics.csv,0.2762203377528045,0.33048910492304556,0.2788994610309601,0.33189067244529724,official_unweighted_batch_mean,,
