dataset,probe_row_index,future_step,target,full_iscf_bsca,fixed_scope_s144,scope_1_probability,scope_1_forecast,scope_48_probability,scope_48_forecast,scope_144_probability,scope_144_forecast,scope_360_probability,scope_360_forecast,scope_720_probability,scope_720_forecast
Weather,77,11,-0.09350552409887314,-0.09106124192476273,-0.10378922522068024,0.19283267855644226,-0.08849284052848816,0.19522693753242493,-0.08979929983615875,0.19684384763240814,-0.09453209489583969,0.20593078434467316,-0.09412316232919693,0.20916572213172913,-0.08832599222660065
Weather,77,12,-0.09350552409887314,-0.0920524150133133,-0.09661101549863815,0.19284304976463318,-0.08757048845291138,0.1952352374792099,-0.09588183462619781,0.19684700667858124,-0.09623975306749344,0.20592305064201355,-0.09093765914440155,0.20915162563323975,-0.08976680785417557
Weather,77,13,-0.09350552409887314,-0.0889635980129242,-0.09828878939151764,0.19285434484481812,-0.08270877599716187,0.19524426758289337,-0.07814976572990417,0.19685043394565582,-0.09026683866977692,0.20591463148593903,-0.09873174875974655,0.2091362625360489,-0.09398264437913895
Weather,77,14,-0.09350552409887314,-0.09326231479644775,-0.10295671224594116,0.19286654889583588,-0.0945485383272171,0.19525404274463654,-0.09402021020650864,0.19685417413711548,-0.09434489160776138,0.20590555667877197,-0.09226289391517639,0.20911970734596252,-0.09133341908454895
Weather,77,15,-0.09350552409887314,-0.09202206879854202,-0.09081235527992249,0.19287964701652527,-0.08458728343248367,0.19526450335979462,-0.0990339145064354,0.19685815274715424,-0.0872289165854454,0.20589579641819,-0.08965225517749786,0.20910193026065826,-0.09917818009853363
Weather,77,16,-0.09350552409887314,-0.08889316022396088,-0.08639337867498398,0.1928936392068863,-0.08450288325548172,0.1952756941318512,-0.09467723965644836,0.1968623846769333,-0.08083278685808182,0.2058853954076767,-0.09240607917308807,0.2090829312801361,-0.091671422123909
Weather,77,17,-0.09350552409887314,-0.0945872962474823,-0.10132844001054764,0.19290849566459656,-0.09135700017213821,0.1952875554561615,-0.09926328808069229,0.19686689972877502,-0.10217631608247757,0.20587430894374847,-0.08539864420890808,0.20906274020671844,-0.09510229527950287
Weather,77,18,-0.09350552409887314,-0.08696933835744858,-0.09391847997903824,0.19292424619197845,-0.08508617430925369,0.19530010223388672,-0.08648893982172012,0.19687165319919586,-0.08396188914775848,0.2058626115322113,-0.08842425048351288,0.20904137194156647,-0.09055569767951965
Weather,77,19,-0.09350552409887314,-0.090732142329216,-0.0834985002875328,0.1929408311843872,-0.08633776754140854,0.19531336426734924,-0.08862721174955368,0.19687668979167938,-0.08656956255435944,0.205850288271904,-0.09636092185974121,0.20901887118816376,-0.0951327383518219
Weather,77,20,-0.09350552409887314,-0.09031148254871368,-0.08113642781972885,0.1929582804441452,-0.08563456684350967,0.1953272521495819,-0.09758667647838593,0.1968819499015808,-0.0900154784321785,0.20583732426166534,-0.0861637145280838,0.20899520814418793,-0.09219405055046082
Weather,77,21,-0.09350552409887314,-0.09194949269294739,-0.10283324867486954,0.19297654926776886,-0.09204889833927155,0.1953417956829071,-0.09874466061592102,0.19688746333122253,-0.09073968976736069,0.20582374930381775,-0.09186355024576187,0.20897041261196136,-0.08673019707202911
Weather,77,22,-0.09350552409887314,-0.08777434378862381,-0.08871438354253769,0.19299565255641937,-0.08411137014627457,0.19535700976848602,-0.09455063939094543,0.19689323008060455,-0.087339386343956,0.2058095932006836,-0.08239860832691193,0.20894452929496765,-0.09052704274654388
Weather,77,23,-0.09350552409887314,-0.09227536618709564,-0.09075980633497238,0.19301556050777435,-0.08535924553871155,0.1953728348016739,-0.10123643279075623,0.19689923524856567,-0.092760369181633,0.20579484105110168,-0.08991061896085739,0.2089175581932068,-0.0921572893857956
Weather,77,24,-0.09350552409887314,-0.08528371155261993,-0.08950068801641464,0.1930362731218338,-0.10055342316627502,0.1953892856836319,-0.09165260195732117,0.1969054490327835,-0.0765821635723114,0.20577949285507202,-0.07672736793756485,0.20888949930667877,-0.08184687048196793
Weather,77,25,-0.09350552409887314,-0.08969984948635101,-0.08925854414701462,0.19305776059627533,-0.08617901802062988,0.19540633261203766,-0.0881659984588623,0.19691190123558044,-0.08624377846717834,0.205763578414917,-0.09583285450935364,0.2088603973388672,-0.09160560369491577
Weather,77,26,-0.09350552409887314,-0.09195764362812042,-0.08754265308380127,0.19308000802993774,-0.08169553428888321,0.19542400538921356,-0.08563331514596939,0.1969185769557953,-0.09857431799173355,0.20574712753295898,-0.09684177488088608,0.20883028209209442,-0.09631280601024628
Weather,77,27,-0.09350552409887314,-0.08665728569030762,-0.08567532151937485,0.19310301542282104,-0.08964803814888,0.19544222950935364,-0.08281923830509186,0.19692547619342804,-0.08426962047815323,0.2057301253080368,-0.0861537829041481,0.20879915356636047,-0.09023185819387436
Weather,77,28,-0.09350552409887314,-0.08782927691936493,-0.09479828923940659,0.19312678277492523,-0.07950577884912491,0.19546104967594147,-0.08392211049795151,0.1969325691461563,-0.09391888976097107,0.20571260154247284,-0.09048272669315338,0.20876705646514893,-0.0908282995223999
Weather,77,29,-0.09350552409887314,-0.09269621223211288,-0.08830945193767548,0.19315123558044434,-0.09216556698083878,0.19548039138317108,-0.08977623283863068,0.1969398707151413,-0.08987792581319809,0.2056945562362671,-0.09036912024021149,0.20873397588729858,-0.10087409615516663
Weather,77,30,-0.09350552409887314,-0.09122908860445023,-0.08128023892641068,0.19317638874053955,-0.09848088026046753,0.19550026953220367,-0.08773063868284225,0.1969473659992218,-0.09371521323919296,0.20567600429058075,-0.08212197571992874,0.20869998633861542,-0.09442292153835297
Weather,77,31,-0.09350552409887314,-0.09227393567562103,-0.0879608541727066,0.19320225715637207,-0.09429029375314713,0.19552068412303925,-0.09470542520284653,0.19695505499839783,-0.08478280901908875,0.2056569904088974,-0.08895337581634521,0.20866507291793823,-0.09847210347652435
Weather,77,32,-0.09350552409887314,-0.09103446453809738,-0.07533641159534454,0.19322876632213593,-0.08430343866348267,0.1955416053533554,-0.09943138062953949,0.19696293771266937,-0.08819951117038727,0.20563746988773346,-0.09008889645338058,0.2086292803287506,-0.09300688654184341
Weather,77,33,-0.09350552409887314,-0.0928814560174942,-0.08975288271903992,0.1932559311389923,-0.08918389678001404,0.19556298851966858,-0.09855002909898758,0.19697099924087524,-0.09081252664327621,0.2056175172328949,-0.0843803659081459,0.20859263837337494,-0.10132613778114319
Weather,77,34,-0.09350552409887314,-0.09176300466060638,-0.09285897016525269,0.19328372180461884,-0.09128258377313614,0.19558484852313995,-0.08536302298307419,0.19697917997837067,-0.08816715329885483,0.20559710264205933,-0.09665466099977493,0.20855513215065002,-0.09678418934345245
Weather,77,35,-0.09350552409887314,-0.090960793197155,-0.08091460913419724,0.1933121383190155,-0.10205244272947311,0.19560714066028595,-0.08179513365030289,0.1969875693321228,-0.08728937059640884,0.20557628571987152,-0.09207062423229218,0.20851685106754303,-0.09165035933256149
Weather,77,36,-0.09350552409887314,-0.09684689342975616,-0.08681914955377579,0.19334113597869873,-0.09746352583169937,0.19562990963459015,-0.10081066191196442,0.19699609279632568,-0.09388889372348785,0.20555506646633148,-0.09464892745018005,0.20847779512405396,-0.09751778095960617
Weather,77,37,-0.09350552409887314,-0.09201754629611969,-0.0863831490278244,0.19337068498134613,-0.09879760444164276,0.195653036236763,-0.09169670939445496,0.1970047652721405,-0.08555128425359726,0.20553342998027802,-0.08978421241044998,0.208437979221344,-0.09434255957603455
Weather,77,38,-0.09350552409887314,-0.09022572636604309,-0.08536654710769653,0.19340083003044128,-0.08709719032049179,0.19567662477493286,-0.09491830319166183,0.19701360166072845,-0.08521006256341934,0.20551146566867828,-0.09397759288549423,0.20839747786521912,-0.08976474404335022
Weather,77,39,-0.09350552409887314,-0.09449676424264908,-0.0855894461274147,0.19343148171901703,-0.09396357834339142,0.19570057094097137,-0.10091042518615723,0.19702257215976715,-0.08533185720443726,0.2054891288280487,-0.09423646330833435,0.20835627615451813,-0.09789076447486877
Weather,77,40,-0.09350552409887314,-0.09381856769323349,-0.09374085813760757,0.19346264004707336,-0.08966498076915741,0.19572487473487854,-0.09681195765733719,0.197031632065773,-0.09352391213178635,0.20546643435955048,-0.09081804752349854,0.20831440389156342,-0.09810173511505127
Weather,77,41,-0.09350552409887314,-0.09396135807037354,-0.09556960314512253,0.1934942752122879,-0.09717299789190292,0.19574949145317078,-0.08730755746364594,0.1970408409833908,-0.09811678528785706,0.20544341206550598,-0.08868910372257233,0.20827192068099976,-0.09850063920021057
Weather,77,42,-0.09350552409887314,-0.09253433346748352,-0.08810806274414062,0.19352641701698303,-0.08584722131490707,0.19577448070049286,-0.08053027838468552,0.19705016911029816,-0.09604962170124054,0.20542015135288239,-0.09772573411464691,0.20822885632514954,-0.10158742964267731
Weather,77,43,-0.09350552409887314,-0.09269727021455765,-0.08673686534166336,0.1935589760541916,-0.08722486346960068,0.19579970836639404,-0.09372994303703308,0.1970595419406891,-0.09551353007555008,0.20539654791355133,-0.08694396913051605,0.20818521082401276,-0.0998244658112526
Weather,77,44,-0.09350552409887314,-0.09255511313676834,-0.0978657677769661,0.19359195232391357,-0.09534600377082825,0.1958252489566803,-0.08544813096523285,0.19706907868385315,-0.08480175584554672,0.20537270605564117,-0.09987431764602661,0.2081410437822342,-0.09676482528448105
Weather,77,45,-0.09350552409887314,-0.09500579535961151,-0.08229920268058777,0.1936253011226654,-0.09572592377662659,0.19585102796554565,-0.0976364016532898,0.1970786303281784,-0.08311223983764648,0.20534862577915192,-0.09721323102712631,0.20809637010097504,-0.10094548016786575
Weather,77,46,-0.09350552409887314,-0.09041488170623779,-0.08827915042638779,0.19365905225276947,-0.08610542118549347,0.1958770453929901,-0.08710972219705582,0.1970883011817932,-0.09294869750738144,0.20532430708408356,-0.08481688052415848,0.20805124938488007,-0.10066234320402145
Weather,77,47,-0.09350552409887314,-0.09025214612483978,-0.09253109246492386,0.193693146109581,-0.08482736349105835,0.19590328633785248,-0.09453161060810089,0.1970980316400528,-0.09243398159742355,0.20529977977275848,-0.09291675686836243,0.20800568163394928,-0.08657582104206085
Weather,77,48,-0.09350552409887314,-0.09329324215650558,-0.08755362033843994,0.19372761249542236,-0.08163683116436005,0.19592973589897156,-0.08550619333982468,0.19710783660411835,-0.09781042486429214,0.20527510344982147,-0.09534939378499985,0.20795977115631104,-0.10517741739749908
Weather,77,49,-0.09350552409887314,-0.08960022777318954,-0.08526299893856049,0.19376231729984283,-0.08826330304145813,0.19595631957054138,-0.09866047650575638,0.1971176415681839,-0.07789469510316849,0.20525024831295013,-0.09293098747730255,0.20791344344615936,-0.09011659771203995
Weather,77,50,-0.09350552409887314,-0.09292380511760712,-0.09357492625713348,0.19379733502864838,-0.09451757371425629,0.19598308205604553,-0.0931394100189209,0.1971275359392166,-0.09306112676858902,0.20522525906562805,-0.08852685987949371,0.207866832613945,-0.09544544667005539
Weather,77,51,-0.09350552409887314,-0.09069310128688812,-0.08894292265176773,0.19383259117603302,-0.09050857275724411,0.19600994884967804,-0.09046176075935364,0.19713743031024933,-0.07866954058408737,0.20520010590553284,-0.09644044935703278,0.2078198790550232,-0.09681403636932373
Weather,77,52,-0.09350552409887314,-0.09051711857318878,-0.08475673198699951,0.19386808574199677,-0.09329984337091446,0.1960369497537613,-0.09294898808002472,0.19714738428592682,-0.08195269107818604,0.20517489314079285,-0.089472196996212,0.20777271687984467,-0.09478443115949631
Weather,77,53,-0.09350552409887314,-0.09199783205986023,-0.08354930579662323,0.19390377402305603,-0.08750716596841812,0.19606401026248932,-0.09114551544189453,0.1971573382616043,-0.08366787433624268,0.2051495909690857,-0.09336463361978531,0.20772531628608704,-0.103550486266613
Weather,77,54,-0.09350552409887314,-0.09511638432741165,-0.08514592051506042,0.19393964111804962,-0.09327790141105652,0.19609113037586212,-0.09718538820743561,0.1971672624349594,-0.08467236161231995,0.20512419939041138,-0.09972863644361496,0.2076777219772339,-0.100239597260952
Weather,77,55,-0.09350552409887314,-0.0899350494146347,-0.08452557027339935,0.19397565722465515,-0.10066390782594681,0.1961182951927185,-0.08936823904514313,0.1971772313117981,-0.08417484164237976,0.20509880781173706,-0.08708193153142929,0.20762999355793,-0.0887356773018837
Weather,77,56,-0.09350552409887314,-0.09233687818050385,-0.09328169375658035,0.19401182234287262,-0.09036712348461151,0.19614547491073608,-0.08750011026859283,0.1971871703863144,-0.09533727914094925,0.20507338643074036,-0.09589074552059174,0.20758214592933655,-0.09238707274198532
Weather,77,57,-0.09350552409887314,-0.08469324558973312,-0.07858294248580933,0.19404807686805725,-0.07061849534511566,0.19617265462875366,-0.09165064990520477,0.1971970945596695,-0.07803510129451752,0.20504797995090485,-0.0882878303527832,0.20753423869609833,-0.09405185282230377
Weather,77,58,-0.09350552409887314,-0.08719708025455475,-0.09057742357254028,0.19408440589904785,-0.085043765604496,0.19619978964328766,-0.07940354943275452,0.19720697402954102,-0.08599388599395752,0.20502258837223053,-0.08695264160633087,0.20748627185821533,-0.0979660153388977
Weather,77,59,-0.09350552409887314,-0.09056870639324188,-0.08248008042573929,0.19412079453468323,-0.09653021395206451,0.19622686505317688,-0.08532944321632385,0.19721683859825134,-0.08720466494560242,0.2049972414970398,-0.09106820821762085,0.20743831992149353,-0.09265068918466568
Weather,77,60,-0.09350552409887314,-0.08832244575023651,-0.08707953989505768,0.1941571980714798,-0.08721735328435898,0.19625386595726013,-0.09084083884954453,0.1972266435623169,-0.07981369644403458,0.20497196912765503,-0.09356266260147095,0.20739039778709412,-0.08988651633262634
Weather,77,61,-0.09350552409887314,-0.09368223696947098,-0.09105239808559418,0.19419358670711517,-0.09101460874080658,0.19628073275089264,-0.09324543178081512,0.19723635911941528,-0.09476681053638458,0.20494678616523743,-0.0912705510854721,0.20734252035617828,-0.09794630110263824
Weather,77,62,-0.09350552409887314,-0.09407489746809006,-0.08745917677879333,0.19422994554042816,-0.0934765487909317,0.19630751013755798,-0.09191979467868805,0.1972460150718689,-0.09248083829879761,0.204921692609787,-0.0945541262626648,0.207294762134552,-0.09771944582462311
Weather,77,63,-0.09350552409887314,-0.08930052071809769,-0.08382177352905273,0.19426628947257996,-0.08813241124153137,0.19633415341377258,-0.09524523466825485,0.19725565612316132,-0.08373059332370758,0.20489679276943207,-0.0834614485502243,0.20724718272686005,-0.0958380252122879
Weather,77,64,-0.09350552409887314,-0.08994466066360474,-0.09086549282073975,0.1943025439977646,-0.0774477943778038,0.19636060297489166,-0.09002547711133957,0.19726517796516418,-0.09769414365291595,0.2048720121383667,-0.09143273532390594,0.20719975233078003,-0.09273776412010193
Weather,77,65,-0.09350552409887314,-0.08794531971216202,-0.0828453078866005,0.19433864951133728,-0.0870012491941452,0.19638682901859283,-0.08995275944471359,0.1972745805978775,-0.08122414350509644,0.20484739542007446,-0.0912770926952362,0.20715251564979553,-0.09003385901451111
Weather,77,66,-0.09350552409887314,-0.08845503628253937,-0.09153565764427185,0.19437465071678162,-0.09348805993795395,0.1964128613471985,-0.09018806368112564,0.19728387892246246,-0.08143385499715805,0.20482297241687775,-0.08516153693199158,0.20710554718971252,-0.0920332819223404
Weather,77,67,-0.09350552409887314,-0.08613421022891998,-0.09020783752202988,0.1944105178117752,-0.08452153950929642,0.19643867015838623,-0.08028314262628555,0.19729308784008026,-0.07721499353647232,0.20479880273342133,-0.08912372589111328,0.2070588767528534,-0.09874098002910614
Weather,77,68,-0.09350552409887314,-0.08730877935886383,-0.0822000652551651,0.19444619119167328,-0.08570459485054016,0.1964641809463501,-0.08530943095684052,0.1973021924495697,-0.08364731073379517,0.2047748565673828,-0.09147892892360687,0.20701254904270172,-0.09007769823074341
Weather,77,69,-0.09350552409887314,-0.09085170924663544,-0.09917372465133667,0.19448164105415344,-0.08559054881334305,0.19648943841457367,-0.08994352072477341,0.1973111480474472,-0.09515318274497986,0.20475120842456818,-0.08985823392868042,0.2069665640592575,-0.09353973716497421
Weather,77,70,-0.09350552409887314,-0.09420288354158401,-0.0880160927772522,0.1945168524980545,-0.09415794163942337,0.19651436805725098,-0.09974446892738342,0.19731998443603516,-0.08124952763319016,0.20472781360149384,-0.0931469053030014,0.20692098140716553,-0.10237935185432434
Weather,77,71,-0.09350552409887314,-0.0911870151758194,-0.09222013503313065,0.19455184042453766,-0.08662693202495575,0.1965389847755432,-0.09959883242845535,0.19732865691184998,-0.08873023092746735,0.20470473170280457,-0.0857033059000969,0.20687583088874817,-0.09525348246097565
Weather,77,72,-0.09350552409887314,-0.09634625911712646,-0.09414821863174438,0.19458651542663574,-0.09297710657119751,0.1965632140636444,-0.09893058240413666,0.19733715057373047,-0.08843011409044266,0.20468196272850037,-0.10401437431573868,0.20683114230632782,-0.09702427685260773
Weather,77,73,-0.09350552409887314,-0.09128361195325851,-0.09485644847154617,0.19462087750434875,-0.08748477697372437,0.19658707082271576,-0.09666933864355087,0.1973455250263214,-0.08708418905735016,0.204659566283226,-0.08931785821914673,0.20678697526454926,-0.09569209069013596
Weather,77,74,-0.09350552409887314,-0.09494994580745697,-0.08368238061666489,0.1946549117565155,-0.09893589466810226,0.19661054015159607,-0.08140407502651215,0.19735370576381683,-0.09286297857761383,0.20463751256465912,-0.1019306555390358,0.20674332976341248,-0.09916161000728607
Weather,77,75,-0.09350552409887314,-0.08858255296945572,-0.08854401111602783,0.1946885883808136,-0.08825956284999847,0.19663360714912415,-0.0894671380519867,0.19736170768737793,-0.08923381567001343,0.20461587607860565,-0.09083924442529678,0.20670026540756226,-0.08518949896097183
Weather,77,76,-0.09350552409887314,-0.09083566069602966,-0.09406765550374985,0.19472187757492065,-0.08514215052127838,0.19665619730949402,-0.09214964509010315,0.1973695307970047,-0.0867067277431488,0.20459462702274323,-0.09460397809743881,0.2066577970981598,-0.09516260027885437
Weather,77,77,-0.09350552409887314,-0.08952467143535614,-0.09119296073913574,0.19475474953651428,-0.09209448099136353,0.19667832553386688,-0.08704616874456406,0.19737713038921356,-0.08433039486408234,0.20457381010055542,-0.0959433987736702,0.20661598443984985,-0.0880684107542038
Weather,77,78,-0.09350552409887314,-0.09320061653852463,-0.09542340040206909,0.19478720426559448,-0.09023439884185791,0.19669997692108154,-0.10177217423915863,0.1973845660686493,-0.08594239503145218,0.20455345511436462,-0.09187863767147064,0.20657484233379364,-0.09608011692762375
Weather,77,79,-0.09350552409887314,-0.0961570143699646,-0.08915631473064423,0.19481919705867767,-0.10083577036857605,0.19672110676765442,-0.09550009667873383,0.19739174842834473,-0.09271150827407837,0.20453354716300964,-0.09513576328754425,0.20653440058231354,-0.09667371213436127
Weather,77,80,-0.09350552409887314,-0.08797253668308258,-0.08995599299669266,0.19485069811344147,-0.09122424572706223,0.1967417150735855,-0.08679913729429245,0.19739873707294464,-0.08853565901517868,0.20451414585113525,-0.08727569133043289,0.20649470388889313,-0.08617399632930756
Weather,77,81,-0.09350552409887314,-0.0915323942899704,-0.09601189941167831,0.19488169252872467,-0.08276975899934769,0.19676178693771362,-0.09238560497760773,0.19740548729896545,-0.09789180755615234,0.20449526607990265,-0.09124235063791275,0.206455796957016,-0.0931972786784172
Weather,77,82,-0.09350552409887314,-0.08972366154193878,-0.09445075690746307,0.19491218030452728,-0.08511904627084732,0.19678127765655518,-0.08803185820579529,0.19741201400756836,-0.08267674595117569,0.20447687804698944,-0.09319385886192322,0.20641767978668213,-0.09898632764816284
Weather,77,83,-0.09350552409887314,-0.08628002554178238,-0.08288633078336716,0.19494208693504333,-0.09038960933685303,0.19680018723011017,-0.08034420013427734,0.19741827249526978,-0.06515073776245117,0.2044590413570404,-0.1001664474606514,0.20638039708137512,-0.09451310336589813
Weather,77,84,-0.09350552409887314,-0.09231014549732208,-0.09730694442987442,0.1949714571237564,-0.09112755954265594,0.1968184858560562,-0.09605817496776581,0.19742430746555328,-0.08896379917860031,0.20444180071353912,-0.09152014553546906,0.20634399354457855,-0.0938369482755661
Weather,77,85,-0.09350552409887314,-0.09823434799909592,-0.10367543250322342,0.19500021636486053,-0.10015267878770828,0.19683614373207092,-0.09994784742593765,0.1974300593137741,-0.09855034202337265,0.20442506670951843,-0.09538917988538742,0.20630846917629242,-0.09730313718318939
Weather,77,86,-0.09350552409887314,-0.0936347246170044,-0.09561839699745178,0.19502834975719452,-0.0949515700340271,0.1968531757593155,-0.09289276599884033,0.19743557274341583,-0.09992043673992157,0.20440900325775146,-0.08214709162712097,0.2062738984823227,-0.09846511483192444
Weather,77,87,-0.09350552409887314,-0.09347974509000778,-0.09443549066781998,0.19505587220191956,-0.08726785331964493,0.19686953723430634,-0.09574320912361145,0.19744081795215607,-0.0884813442826271,0.20439355075359344,-0.09998144209384918,0.20624028146266937,-0.09553580731153488
Weather,77,88,-0.09350552409887314,-0.09510371834039688,-0.09339505434036255,0.19508273899555206,-0.08919387310743332,0.19688521325588226,-0.08993825316429138,0.19744576513767242,-0.10326004028320312,0.20437869429588318,-0.09030108898878098,0.20620764791965485,-0.10257694125175476
Weather,77,89,-0.09350552409887314,-0.09730484336614609,-0.09774339199066162,0.19510887563228607,-0.10667668282985687,0.1969001740217209,-0.09210464358329773,0.1974504292011261,-0.08940586447715759,0.20436449348926544,-0.1044093668460846,0.2061759978532791,-0.09392490983009338
Weather,77,90,-0.09350552409887314,-0.10310899466276169,-0.09695195406675339,0.19513437151908875,-0.11657755076885223,0.1969144195318222,-0.10776512324810028,0.1974547952413559,-0.0975223109126091,0.20435096323490143,-0.09654174000024796,0.20614542067050934,-0.0977734625339508
Weather,77,91,-0.09350552409887314,-0.09347851574420929,-0.09861971437931061,0.19515912234783173,-0.09588433802127838,0.1969279646873474,-0.09137218445539474,0.1974589079618454,-0.09366808831691742,0.20433813333511353,-0.09127558767795563,0.20611591637134552,-0.0952153354883194
Weather,77,92,-0.09350552409887314,-0.09715564548969269,-0.08573485165834427,0.19518312811851501,-0.10406523197889328,0.19694072008132935,-0.10057011991739273,0.19746264815330505,-0.08761774003505707,0.20432595908641815,-0.09058404713869095,0.20608748495578766,-0.10300290584564209
Weather,77,93,-0.09350552409887314,-0.09497237205505371,-0.100551076233387,0.1952064037322998,-0.08732271939516068,0.1969527304172516,-0.09553578495979309,0.19746612012386322,-0.10107201337814331,0.20431451499462128,-0.09713127464056015,0.20606018602848053,-0.09369474649429321
Weather,77,94,-0.09350552409887314,-0.09707356989383698,-0.09687324613332748,0.1952289193868637,-0.09399678558111191,0.19696395099163055,-0.10402072966098785,0.1974692940711975,-0.09215384721755981,0.2043038010597229,-0.09602578729391098,0.20603404939174652,-0.09910185635089874
Weather,77,95,-0.09350552409887314,-0.09925618767738342,-0.0938246101140976,0.19525060057640076,-0.09995170682668686,0.19697436690330505,-0.10307900607585907,0.19747212529182434,-0.09507517516613007,0.20429383218288422,-0.09368165582418442,0.20600906014442444,-0.10447767376899719
Weather,77,96,-0.09350552409887314,-0.09821975231170654,-0.1051640510559082,0.19527150690555573,-0.10600878298282623,0.1969839632511139,-0.10958853363990784,0.1974746286869049,-0.09488577395677567,0.20428459346294403,-0.09123155474662781,0.20598526298999786,-0.09009061753749847
Weather,77,97,-0.09350552409887314,-0.10035243630409241,-0.09549759328365326,0.19529157876968384,-0.09509934484958649,0.19699276983737946,-0.10841083526611328,0.1974768191576004,-0.10605554282665253,0.20427612960338593,-0.09093482792377472,0.20596268773078918,-0.10149826109409332
Weather,77,98,-0.09350552409887314,-0.09764159470796585,-0.1004609614610672,0.1953108161687851,-0.10217323899269104,0.19700074195861816,-0.09838300943374634,0.19747868180274963,-0.09944300353527069,0.2042684406042099,-0.0858207643032074,0.2059413641691208,-0.1026320606470108
Weather,77,99,-0.09350552409887314,-0.09565119445323944,-0.10197605192661285,0.1953292042016983,-0.09274913370609283,0.19700783491134644,-0.09510928392410278,0.1974801868200302,-0.10486912727355957,0.20426154136657715,-0.09017157554626465,0.20592129230499268,-0.09551778435707092
Weather,77,100,-0.09350552409887314,-0.0956156924366951,-0.09796616435050964,0.1953466832637787,-0.09960347414016724,0.19701404869556427,-0.09840510785579681,0.19748131930828094,-0.09206855297088623,0.20425541698932648,-0.09112405776977539,0.20590245723724365,-0.09702111780643463
Weather,77,101,-0.09350552409887314,-0.10385838896036148,-0.10586010664701462,0.19536331295967102,-0.11565737426280975,0.19701942801475525,-0.09380125999450684,0.197482168674469,-0.10012300312519073,0.20425015687942505,-0.10921314358711243,0.20588497817516327,-0.10055713355541229
Weather,77,102,-0.09350552409887314,-0.09613111615180969,-0.0995519608259201,0.19537904858589172,-0.09987672418355942,0.1970238834619522,-0.10023602843284607,0.197482630610466,-0.09108411520719528,0.2042456716299057,-0.094752237200737,0.20586879551410675,-0.09485722333192825
Weather,77,103,-0.09350552409887314,-0.10001499950885773,-0.10374171286821365,0.19539384543895721,-0.10998377948999405,0.19702744483947754,-0.10160347819328308,0.19748273491859436,-0.09744508564472198,0.2042420357465744,-0.0956239178776741,0.20585393905639648,-0.0958545133471489
